mm;SiteID;climatologico;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;cod_rete;comune;provincia;County;nome_rete;cod_reg
7;6686;10.230399385560675;S. VALENTINO ALLA M;160080;160080;46.75;10.533;1461;11;CURON VENOSTA;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
7;6690;16.82163082437276;BOLZANO;160200;160200;46.467;11.333;241;11;BOLZANO;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
7;6691;8.146063748079877;PASSO ROLLE;160210;160210;46.3;11.783;2006;11;SIROR;TRENTO;TRENTINO-ALTO ADIGE;Sinottica;4
7;6692;7.955753200204813;PAGANELLA;160220;160220;46.15;11.033;2129;11;FAI DELLA PAGANELLA;TRENTO;TRENTINO-ALTO ADIGE;Sinottica;4
7;6693;10.91432258064516;DOBBIACO;160330;160330;46.733;12.217;1226;11;DOBBIACO;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
7;6694;18.480747891838476;AVIANO;160360;160360;46.033;12.6;128;11;AVIANO;PORDENONE;FRIULI-VENEZIA GIULIA;NA;6
7;6697;12.57087120119749;TARVISIO;160400;160400;46.5;13.583;778;11;TARVISIO;UDINE;FRIULI-VENEZIA GIULIA;Sinottica;6
7;6700;17.99195199820322;UDINE/RIVOLTO;160450;160450;45.983;13.033;53;11;CODROIPO;UDINE;FRIULI-VENEZIA GIULIA;NA;6
7;6703;-0.37252440033085193;PIAN ROSA;160520;160520;45.933;7.7;3488;11;VALTOURNENCHE;AOSTA;VALLE D'AOSTA;Sinottica;2
7;6707;17.514086021505378;TORINO/CASELLE;160590;160590;45.217;7.65;287;11;SAN MAURIZIO CANAVESE;TORINO;PIEMONTE;Sinottica;1
7;6709;17.720899676889665;TORINO/BRIC DELLA C;160610;160610;45.033;7.733;710;11;PECETTO TORINESE;TORINO;PIEMONTE;Sinottica;1
7;6710;17.537732589657054;NOVARA/CAMERI;160640;160640;45.517;8.667;169;11;CAMERI;NOVARA;PIEMONTE;Sinottica;1
7;6711;16.609247311827957;MILANO/MALPENSA;160660;160660;45.617;8.733;211;11;FERNO;VARESE;LOMBARDIA;Sinottica;3
7;6717;18.581148233486942;BERGAMO/ORIO AL SER;160760;160760;45.667;9.7;237;11;ORIO AL SERIO;BERGAMO;LOMBARDIA;Sinottica;3
7;6718;19.282756272401432;MILANO/LINATE;160800;160800;45.433;9.283;103;11;PESCHIERA BORROMEO;MILANO;LOMBARDIA;Sinottica;3
