mm;SiteID;climatologico;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;cod_rete;comune;provincia;County;nome_rete;cod_reg
5;6686;5.028840245775729;S. VALENTINO ALLA M;160080;160080;46.75;10.533;1461;11;CURON VENOSTA;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
5;6690;11.340185526540365;BOLZANO;160200;160200;46.467;11.333;241;11;BOLZANO;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
5;6691;2.0407131041002007;PASSO ROLLE;160210;160210;46.3;11.783;2006;11;SIROR;TRENTO;TRENTINO-ALTO ADIGE;Sinottica;4
5;6692;1.925776913002792;PAGANELLA;160220;160220;46.15;11.033;2129;11;FAI DELLA PAGANELLA;TRENTO;TRENTINO-ALTO ADIGE;Sinottica;4
5;6693;5.268307048984468;DOBBIACO;160330;160330;46.733;12.217;1226;11;DOBBIACO;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
5;6694;12.851256397689369;AVIANO;160360;160360;46.033;12.6;128;11;AVIANO;PORDENONE;FRIULI-VENEZIA GIULIA;NA;6
5;6697;7.499165309498348;TARVISIO;160400;160400;46.5;13.583;778;11;TARVISIO;UDINE;FRIULI-VENEZIA GIULIA;Sinottica;6
5;6700;12.44721288528887;UDINE/RIVOLTO;160450;160450;45.983;13.033;53;11;CODROIPO;UDINE;FRIULI-VENEZIA GIULIA;NA;6
5;6703;-6.480359246899847;PIAN ROSA;160520;160520;45.933;7.7;3488;11;VALTOURNENCHE;AOSTA;VALLE D'AOSTA;Sinottica;2
5;6707;11.53809514000467;TORINO/CASELLE;160590;160590;45.217;7.65;287;11;SAN MAURIZIO CANAVESE;TORINO;PIEMONTE;Sinottica;1
5;6709;11.649748554635465;TORINO/BRIC DELLA C;160610;160610;45.033;7.733;710;11;PECETTO TORINESE;TORINO;PIEMONTE;Sinottica;1
5;6710;11.346569161415351;NOVARA/CAMERI;160640;160640;45.517;8.667;169;11;CAMERI;NOVARA;PIEMONTE;Sinottica;1
5;6711;10.318347272003185;MILANO/MALPENSA;160660;160660;45.617;8.733;211;11;FERNO;VARESE;LOMBARDIA;Sinottica;3
5;6717;12.511379173018032;BERGAMO/ORIO AL SER;160760;160760;45.667;9.7;237;11;ORIO AL SERIO;BERGAMO;LOMBARDIA;Sinottica;3
5;6718;13.101338112305854;MILANO/LINATE;160800;160800;45.433;9.283;103;11;PESCHIERA BORROMEO;MILANO;LOMBARDIA;Sinottica;3
5;6720;11.227713920817369;PIACENZA;160840;160840;44.917;9.733;138;11;SAN GIORGIO PIACENTINO;PIACENZA;EMILIA-ROMAGNA;Sinottica;8
