mm;SiteID;climatologico;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;cod_rete;comune;provincia;County;nome_rete;cod_reg
5;6686;34.132799999999996;S. VALENTINO ALLA M;160080;160080;46.75;10.533;1461;11;CURON VENOSTA;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
5;6693;72.716;DOBBIACO;160330;160330;46.733;12.217;1226;11;DOBBIACO;BOLZANO;TRENTINO-ALTO ADIGE;Sinottica;4
5;6697;108.02083333333333;TARVISIO;160400;160400;46.5;13.583;778;11;TARVISIO;UDINE;FRIULI-VENEZIA GIULIA;Sinottica;6
5;6709;110.73214285714286;TORINO/BRIC DELLA C;160610;160610;45.033;7.733;710;11;PECETTO TORINESE;TORINO;PIEMONTE;Sinottica;1
5;6711;113.0412;MILANO/MALPENSA;160660;160660;45.617;8.733;211;11;FERNO;VARESE;LOMBARDIA;Sinottica;3
5;6717;100.4376923076923;BERGAMO/ORIO AL SER;160760;160760;45.667;9.7;237;11;ORIO AL SERIO;BERGAMO;LOMBARDIA;Sinottica;3
5;6718;75.27925925925926;MILANO/LINATE;160800;160800;45.433;9.283;103;11;PESCHIERA BORROMEO;MILANO;LOMBARDIA;Sinottica;3
5;6720;73.105;PIACENZA;160840;160840;44.917;9.733;138;11;SAN GIORGIO PIACENTINO;PIACENZA;EMILIA-ROMAGNA;Sinottica;8
5;6721;91.09538461538462;BRESCIA/GHEDI;160880;160880;45.417;10.283;97;11;GHEDI;BRESCIA;LOMBARDIA;Sinottica;3
5;6723;70.04166666666667;VERONA/VILLAFRANCA;160900;160900;45.383;10.867;68;11;VILLAFRANCA DI VERONA;VERONA;VENETO;Sinottica;5
5;6729;100.41178571428571;TREVISO/ISTRANA;160980;160980;45.683;12.1;46;11;ISTRANA;TREVISO;VENETO;Sinottica;5
5;6730;94.78;TREVISO/S. ANGELO;160990;160990;45.65;12.183;23;11;QUINTO DI TREVISO;TREVISO;VENETO;Sinottica;5
5;6733;75.18639999999999;VENEZIA/TESSERA;161050;161050;45.5;12.333;6;11;VENEZIA;VENEZIA;VENETO;Sinottica;5
5;6735;88.13791666666667;RONCHI DEI LEGIONAR;161080;161080;45.817;13.483;12;11;RONCHI DEI LEGIONARI;GORIZIA;FRIULI-VENEZIA GIULIA;Sinottica;6
5;6736;76.85814814814815;TRIESTE;161100;161100;45.65;13.75;20;11;TRIESTE;TRIESTE;FRIULI-VENEZIA GIULIA;Sinottica;6
5;6758;44.342083333333335;MONTE CIMONE;161340;161340;44.2;10.7;2173;11;RIOLUNATO;MODENA;EMILIA-ROMAGNA;Sinottica;8
5;6768;49.30625;CERVIA;161480;161480;44.217;12.3;10;11;CESENA;FORLI-CESENA;EMILIA-ROMAGNA;Sinottica;8
5;6769;47.40689655172414;RIMINI;161490;161490;44.033;12.617;13;11;RIMINI;RIMINI;EMILIA-ROMAGNA;Sinottica;8
